DayID,mean_sentiment,mean_compound
2018-01-20,0.5112781954887218,0.10224736842105263
2018-01-21,0.6206896551724138,0.2110919540229885
2018-01-22,0.5337837837837838,0.09185202702702706
2018-01-23,0.5547703180212014,0.13382756183745578
2018-01-24,0.5108695652173914,0.06282173913043479
2018-01-25,0.5454545454545454,0.11732000000000002
2018-01-26,0.5915492957746479,0.173912323943662
2018-01-27,0.44609665427509293,0.05953977695167291
2018-01-28,0.5735849056603773,0.15225962264150933
2018-01-29,0.5220338983050847,0.12658983050847467
2018-01-30,0.498220640569395,0.0910017793594306
2018-01-31,0.5178571428571429,0.11077035714285717
2018-02-01,0.5758620689655173,0.19970379310344832
2018-02-02,0.532608695652174,0.1138130434782608
2018-02-03,0.508833922261484,0.08168833922261479
2018-02-04,0.49416342412451364,0.08709922178988323
2018-02-05,0.4684385382059801,0.028677408637873755
2018-02-06,0.46923076923076923,0.07273038461538459
2018-02-07,0.4721189591078067,0.054104089219330895
2018-02-08,0.5053003533568905,0.09235159010600712
2018-02-09,0.46691176470588236,0.02787683823529413
2018-02-10,0.5161290322580645,0.10458172043010758
2018-02-11,0.5410447761194029,0.1341593283582091
2018-02-12,0.6006944444444444,0.19454513888888894
2018-02-13,0.47017543859649125,0.036453684210526346
2018-02-14,0.5483870967741935,0.10881433691756282
2018-02-15,0.5287769784172662,0.10751726618705035
2018-02-16,0.49473684210526314,0.10608912280701759
2018-02-17,0.5163636363636364,0.13177890909090906
2018-02-18,0.5278810408921933,0.08392007434944242
2018-02-19,0.5183823529411765,0.09335698529411764
2018-02-20,0.5851063829787234,0.15740921985815598
2018-02-21,0.5403508771929825,0.11379192982456136
2018-02-22,0.564748201438849,0.1463776978417267
2018-02-23,0.5488215488215489,0.1666131313131312
2018-02-24,0.5886792452830188,0.1909709433962264
2018-02-25,0.5793357933579336,0.16373653136531366
2018-02-26,0.5160142348754448,0.09561174377224198
2018-02-27,0.6145454545454545,0.21035418181818177
2018-02-28,0.49469964664310956,0.05825547703180211
2018-03-01,0.5387323943661971,0.1388235915492958
2018-03-02,0.4982456140350877,0.062228070175438584
2018-03-03,0.5311355311355311,0.1151205128205128
2018-03-04,0.4864864864864865,0.0730447876447876
2018-03-05,0.4894366197183099,0.11816478873239439
2018-03-06,0.5107913669064749,0.10882553956834531
2018-03-07,0.4666666666666667,0.058785263157894715
2018-03-08,0.5174825174825175,0.11493496503496504
2018-03-09,0.543859649122807,0.15331789473684215
2018-03-10,0.5547445255474452,0.1513697080291971
2018-03-11,0.5364963503649635,0.12054671532846713
2018-03-12,0.5952380952380952,0.18447210884353732
2018-03-13,0.5055350553505535,0.09836236162361628
2018-03-14,0.5285714285714286,0.11989964285714277
2018-03-15,0.43356643356643354,0.031189860139860137
2018-03-16,0.5571428571428572,0.1266807142857143
2018-03-17,0.5387323943661971,0.1561130281690141
2018-03-18,0.6007194244604317,0.19216618705035973
2018-03-19,0.5070921985815603,0.0620801418439716
2018-03-20,0.5,0.0742544117647059
2018-03-21,0.5241379310344828,0.12241172413793107
2018-03-22,0.49645390070921985,0.08335531914893618
2018-03-23,0.4748201438848921,0.011598920863309372
2018-03-24,0.5404411764705882,0.12945441176470587
2018-03-25,0.47509578544061304,0.06433639846743298
2018-03-26,0.46545454545454545,0.024376363636363627
2018-03-27,0.475177304964539,0.035407092198581576
2018-03-28,0.5111111111111111,0.11006000000000007
2018-03-29,0.5501730103806228,0.13627024221453296
2018-03-30,0.49454545454545457,0.0953298181818182
2018-03-31,0.5498154981549815,0.0833789667896679
2018-04-01,0.5315985130111525,0.12597955390334561
2018-04-02,0.4726027397260274,0.10571095890410963
2018-04-03,0.5018450184501845,0.06977970479704795
2018-04-04,0.3978102189781022,-0.04690510948905107
2018-04-05,0.46875,0.04626249999999997
2018-04-06,0.4895833333333333,0.07545000000000006
2018-04-07,0.45787545787545786,0.04288608058608058
2018-04-08,0.5252918287937743,0.1046451361867704
2018-04-09,0.44802867383512546,0.05405017921146953
2018-04-10,0.5543859649122806,0.14577052631578943
2018-04-11,0.47183098591549294,0.05368661971830987
2018-04-12,0.49477351916376305,0.0660602787456446
2018-04-13,0.5141843971631206,0.10600212765957447
2018-04-14,0.5821428571428572,0.13785892857142854
2018-04-15,0.5036764705882353,0.10677058823529416
2018-04-16,0.5424354243542435,0.11088191881918827
2018-04-17,0.5071428571428571,0.07362107142857142
2018-04-18,0.5323741007194245,0.08829964028776979
2018-04-19,0.48028673835125446,0.06624444444444445
2018-04-20,0.4413793103448276,0.004286551724137952
2018-04-21,0.5457875457875457,0.15886446886446878
2018-04-22,0.5058365758754864,0.08681050583657592
2018-04-23,0.4791666666666667,0.059355902777777775
2018-04-24,0.5477031802120141,0.1505480565371025
2018-04-25,0.4666666666666667,0.020524210526315815
2018-04-26,0.5899280575539568,0.18351402877697823
2018-04-27,0.6180555555555556,0.18447638888888884
2018-04-28,0.5347222222222222,0.17357291666666658
2018-04-29,0.5280898876404494,0.11251722846441947
2018-04-30,0.5422535211267606,0.14483661971830988
2018-05-01,0.5224489795918368,0.11398979591836732
2018-05-02,0.552901023890785,0.15409419795221835
2018-05-03,0.47232472324723246,0.04675387453874538
2018-05-04,0.5467128027681661,0.1396217993079584
2018-05-05,0.5683453237410072,0.16920971223021594
2018-05-06,0.5464684014869888,0.15078996282527882
2018-05-07,0.4891304347826087,0.08472427536231884
2018-05-08,0.5483870967741935,0.12724372759856634
2018-05-09,0.4855072463768116,0.02823333333333334
2018-05-10,0.5342960288808665,0.10544945848375452
2018-05-11,0.5090252707581228,0.1329490974729243
2018-05-12,0.5437956204379562,0.1729609489051094
2018-05-13,0.582089552238806,0.21028544776119398
2018-05-14,0.5689655172413793,0.18039586206896552
2018-05-15,0.527972027972028,0.10694160839160834
2018-05-16,0.5197132616487455,0.06992939068100362
2018-05-17,0.44802867383512546,0.03215591397849465
2018-05-18,0.4548611111111111,0.02748020833333335
2018-05-19,0.5935251798561151,0.18274928057553952
2018-05-20,0.5305343511450382,0.13560763358778627
2018-05-21,0.46938775510204084,0.055451020408163236
2018-05-22,0.45054945054945056,0.008313919413919431
2018-05-23,0.49458483754512633,0.08261407942238266
2018-05-24,0.45977011494252873,0.05042222222222221
2018-05-25,0.5609756097560976,0.14446689895470385
2018-05-26,0.4635036496350365,0.054656569343065675
2018-05-27,0.5228070175438596,0.10525964912280704
2018-05-28,0.4927007299270073,0.05060729927007299
2018-05-29,0.43478260869565216,0.003985144927536242
2018-05-30,0.49146757679180886,0.05036791808873719
2018-05-31,0.5207547169811321,0.11385698113207543
2018-06-01,0.5421245421245421,0.14803040293040295
2018-06-02,0.4417808219178082,0.020035958904109596
2018-06-03,0.46946564885496184,0.03705877862595418
2018-06-04,0.5454545454545454,0.11843345454545443
2018-06-05,0.5241379310344828,0.08995689655172419
2018-06-06,0.5424354243542435,0.1601140221402213
2018-06-07,0.5124555160142349,0.11272811387900365
2018-06-08,0.5147058823529411,0.11287977941176475
2018-06-09,0.5231316725978647,0.1436391459074734
2018-06-10,0.55078125,0.16578125000000002
2018-06-11,0.5620689655172414,0.14290931034482762
2018-06-12,0.5359712230215827,0.11396618705035966
2018-06-13,0.48905109489051096,0.03955912408759123
2018-06-14,0.5860805860805861,0.1581194139194141
2018-06-15,0.47470817120622566,0.05455914396887159
2018-06-16,0.4219858156028369,0.010003546099290777
2018-06-17,0.47265625,0.04007695312500003
2018-06-18,0.4425087108013937,0.019815679442508703
2018-06-19,0.42585551330798477,-0.037223954372623595
2018-06-20,0.4338235294117647,-0.011657720588235268
2018-06-21,0.4448669201520912,0.006273764258555141
2018-06-22,0.5527272727272727,0.12722327272727266
2018-06-23,0.5845588235294118,0.14512169117647056
2018-06-24,0.5169811320754717,0.09749207547169807
2018-06-25,0.5448275862068965,0.1285186206896552
2018-06-26,0.5263157894736842,0.09323157894736844
2018-06-27,0.42962962962962964,-0.05529444444444437
2018-06-28,0.4432234432234432,-0.0381076923076923
2018-06-29,0.48028673835125446,0.03319677419354841
2018-06-30,0.5714285714285714,0.14550039682539684
2018-07-01,0.46923076923076923,0.03700307692307692
